Saturn fpa (deg),Saturn v1 max,Saturn v1x max,Saturn v1y max,Titan max fpa,Titan v1 max magnitude,Titan v1x max,Titan v1y max,vp max,rp max,max semimajor axis,max eccentricity,max energy,max momentum,Saturn v1 min,Saturn v1x min,Saturn v1y min,Titan min fpa,Titan v1 min magnitude,Titan v1x min,Titan v1y min,vp min,rp min,min semimajor axis,min eccentricity,min energy,min momentum
12.0,3.310000000000099,0.688187696606804,3.237668558428994,163.56055273386156,2.431742638336069,0.688187696606804,-2.3323314415710064,16.32902285256514,237932.31874278767,726625.4941100733,0.6725516505112544,-26.100790783879376,3885202.2701147925,1.900000000000127,0.39503221255376914,1.858480441394355,173.92464783063667,3.7324828040953344,0.39503221255376914,-3.7115195586056453,32.170880060803924,69322.8324950429,638959.728910522,0.8915067267020975,-29.681839311434715,2230176.5296732257
13.0,3.320000000000099,0.7468375004216541,3.234908615087077,162.26404807730134,2.451615391518543,0.7468375004216541,-2.335091384912923,16.35478210188765,237355.06311982288,727552.105215446,0.6737621107569522,-26.067548790040064,3881890.338104493,1.910000000000127,0.4296565137968107,1.861046823739923,173.39213443734235,3.7337566047531467,0.4296565137968107,-3.7089531762600774,32.122346595408956,69523.44474133445,639362.0061252041,0.891261219660713,-29.66316393265015,2233256.1884879074
14.0,3.3300000000000987,0.8055999123469174,3.231084768499164,160.9945949190973,2.473765485837324,0.8055999123469174,-2.3389152315008364,16.388551029977833,236585.99928124587,728484.755629123,0.675235483717255,-26.034175531403264,3877301.7221989967,1.920000000000127,0.46449003955139273,1.8629677944500365,172.85807665958683,3.736019107262044,0.46449003955139273,-3.7070322055499636,32.086428629900084,69673.11255253917,639769.0317581199,0.8910964596690876,-29.644292015638484,2235561.3533400437
15.0,3.3500000000000982,0.8670438010934699,3.2358515180684737,159.621960686945,2.489982748678766,0.8670438010934699,-2.3341484819315266,16.3628986132913,237306.47689328447,730355.5041373138,0.6750808674008862,-25.967491026718278,3883021.8216821686,1.930000000000127,0.4995207570478979,1.8642368447380244,172.3230513103993,3.7392782123852326,0.4995207570478979,-3.705763155261976,32.0631779613822,69771.13174433417,640180.8245296609,0.8910133995413018,-29.625223488900815,2237084.2136856294
16.0,3.370000000000098,0.9288978891033142,3.2394519153122285,158.26901663850862,2.5088454841664594,0.9288978891033142,-2.3305480846877717,16.34614387174587,237814.02689682078,732248.1709088023,0.6752275576166114,-25.900371968784413,3887342.2983746743,1.940000000000127,0.5347364702850134,1.8648476901204607,171.78764063921554,3.743540667878281,0.5347364702850134,-3.70515230987954,32.05266619453842,69816.88245721858,640597.4091001962,0.8910128553980796,-29.605958017594162,2237817.2281445526
17.0,3.3800000000000976,0.9882163619628788,3.2323100751551532,157.08466341076314,2.5379845867877635,0.9882163619628788,-2.337689924844847,16.40471971185722,236442.44816829351,733209.8094150395,0.677524161389863,-25.866402435519547,3878772.0901861833,1.950000000000127,0.5701248242093738,1.8647942741280406,171.25243025055926,3.7488120499985227,0.5701248242093738,-3.7052057258719597,32.054985240020535,69809.83183108199,641018.8162267816,0.8910955028715031,-29.586494998128614,2237753.1289536487
18.0,3.400000000000097,1.0506577808748512,3.233592155403614,155.78705687054065,2.5617734850693563,1.0506577808748512,-2.336407844596386,16.4053502395418,236527.14083065587,735136.3325907484,0.6782540457535365,-25.798616065080438,3880310.586484337,1.960000000000127,0.6056733089749361,1.8640707719386216,170.71800699340758,3.75509674983272,0.6056733089749361,-3.705929228061379,32.07024790819193,69749.53647785688,641445.0829579886,0.8912618736490882,-29.566833551114996,2236884.926326346
19.0,3.4200000000000967,1.1134430882435074,3.233673528549755,154.51853253418483,2.5880836331070123,1.1134430882435074,-2.336326471450245,16.41502381678282,236393.7011344664,737085.4705095142,0.6792859029346244,-25.73039458624791,3880408.234259706,1.970000000000127,0.64136926428064,1.8626715939307743,170.18495684002087,3.7623979645449093,0.64136926428064,-3.7073284060692258,32.09858860416842,69635.64474067431,641876.2528694452,0.8915123523741921,-29.54697251256232,2235205.912716929
20.0,3.450000000000096,1.17996949447359,3.2419395417114742,153.12198466887438,2.6100179128379257,1.17996949447359,-2.328060458288526,16.36891152943035,237665.6164986406,740043.4778569984,0.6788491168290984,-25.627548336646214,3890327.4500537696,1.980000000000127,0.6771998837848675,1.860591389156218,169.65386277319163,3.770717693596305,0.6771998837848675,-3.7094086108437825,32.14016413101405,69467.89872902299,642312.3763429902,0.8918471739178702,-29.526910423212144,2232709.6669874615
21.0,3.4700000000000957,1.2435367849222263,3.2395240799453795,151.91571792427473,2.6414961195143065,1.2435367849222263,-2.330475920054621,16.397329955745686,237076.9452359703,742049.897906386,0.6805107770988751,-25.558254308112055,3887428.8959344556,2.000000000000127,0.7167358990906461,1.867160852994522,169.04508193083834,3.771568386976634,0.7167358990906461,-3.702839147005478,32.01591255383912,69983.7313656315,643158.5041237901,0.8911874274896293,-29.48806534998357,2240593.023593426
22.0,3.500000000000095,1.3111230769557276,3.245143490983844,150.57879658343697,2.6690825222238153,1.3111230769557276,-2.3248565090161564,16.37134694503044,237865.10677807717,745094.1539531122,0.6807583236077226,-25.453830095670668,3894172.1891806126,2.010000000000127,0.7529592527660306,1.8636395476793604,168.5164529794808,3.7820702583178485,0.7529592527660306,-3.7063604523206397,32.08514352594321,69701.02706278885,643607.5005815635,0.8917025873691543,-29.467493748694324,2236367.4572152323
23.0,3.5200000000000946,1.3753735722822806,3.2401770841526774,149.44520383277384,2.7054994515874227,1.3753735722822806,-2.329822915847323,16.41875712606338,236815.27603639415,747159.6951528231,0.683045970529826,-25.383462361578296,3888212.5009832126,2.0200000000001266,0.7892768795483824,1.8594198039740462,167.99159828586505,3.7935950474094673,0.7892768795483824,-3.710580196025954,32.16815763385906,69363.74131729148,644061.6358465371,0.892302634628871,-29.4467158800295,2231303.764768855
24.0,3.550000000000094,1.443915082919129,3.2430863746313188,148.17923971214793,2.7385064883267622,1.443915082919129,-2.3269136253686815,16.41310694954738,237109.50410061778,750292.9629572979,0.6839774384048001,-25.277459520941022,3891703.6495575826,2.040000000000126,0.8297427518746837,1.863632733591021,167.38128074187068,3.7981089173161613,0.8297427518746837,-3.7063672664089795,32.08929242436837,69691.76043940909,644937.475395689,0.8919402839838838,-29.406726579757333,2236359.280309225
25.0,3.5800000000000933,1.5129733770317435,3.2445818775912914,146.95099670747464,2.774285112174609,1.5129733770317435,-2.325418122408709,16.418083227851294,237146.9433474853,753480.7934276758,0.6852647799173819,-25.170515513373118,3893498.2531095496,2.0600000000001257,0.870593619185894,1.8669940412956127,166.76977114531488,3.803969818487969,0.870593619185894,-3.7030059587043875,32.02719627211178,69952.82479676796,645827.3283650992,0.8916849415867051,-29.366208531328084,2240392.8495547352
